Time,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Age26,Age27,Age28,Age29,Age30,Age31,Age32,Age33,Age34,Age35,Age36,Age37,Age38,Age39,Age40,Age41,Age42,Age43,Age44,Age45,Age46,Age47,Age48,Age49,Age50,Age51,Age52,Age53,Age54,Age55,Age56,Age57,Age58,Age59,Age60,Age61,Age62,Age63,Age64,Age65,Age66,Age67,Age68,Age69,Age70,Age71,Age72,Age73,Age74,Age75,Age76,Age77,Age78,Age79,Age80,Age81,Age82,Age83,Age84,Age85,Age86,Age87,Age88,Age89,Age90,Age91,Age92,Age93,Age94,Age95,Age96,Age97,Age98,Age99,Age100+,Female_Life_Expectancy_at_Birth_(years)
2006,12831.759,12741.789,12732.306,12798.639,12784.628,12597.099,12384.389,12282.467,12192.103,12120.966,12047.03,11973.812,11874.987,11824.688,11741.244,11633.485,11556.94,11414.528,11249.892,11160.562,10874.28,10677.425,10397.985,10142.027,9909.165,9671.991,9355.401,9093.03,8904.233,8775.837,8527.539,8396.485,8193.418,7968.013,7777.496,7553.538,7378.891,7238.95,7052.107,6872.89,6720.282,6602.739,6450.218,6292.915,6122.862,5954.759,5773.096,5625.172,5481.049,5313.828,5141.742,4962.256,4751.778,4537.11,4320.586,4116.994,3898.727,3397.561,3297.979,3166.83,3019.833,2878.35,2748.815,2632.944,2530.086,2436.99,2354.483,2282.01,2172.498,2036.906,1895.382,1773.282,1646.221,1517.804,1391.795,1269.46,1151.661,1037.539,930.775,830.397,734.837,642.951,556.986,478.317,406.675,341.646,283.279,232.246,187.486,149.018,116.699,89.982,67.972,50.603,37.027,26.498,18.545,12.749,8.406,5.315,7.901,66.9
2007,12661.814,12564.959,12654.67,12686.739,12760.791,12750.313,12568.143,12361.536,12265.254,12179.346,12110.556,12037.109,11963.321,11863.076,11810.584,11724.521,11614.042,11534.82,11390.08,11223.537,11132.619,10845.633,10648.386,10369.161,10113.735,9881.639,9645.429,9330.049,9068.757,8880.791,8752.928,8505.183,8374.263,8171.38,7946.198,7755.911,7532.402,7358.2,7218.637,7032.205,6853.213,6700.515,6582.513,6429.363,6271.203,6100.112,5930.77,5747.773,5598.29,5452.581,5283.997,5110.799,4930.463,4719.415,4504.117,4286.687,4081.586,3861.371,3360.866,3257.724,3123.254,2973.402,2829.436,2697.598,2579.346,2473.76,2377.348,2290.716,2213.339,2099.851,1961.513,1818.326,1694.833,1567.685,1439.864,1314.88,1193.708,1077.039,964.15,858.627,759.694,666.057,576.832,494.167,419.32,352.031,291.88,238.785,193.095,153.667,120.295,92.66,70.146,51.928,37.83,27.105,19.004,13.004,8.734,5.623,8.331,67.4
2008,12519.14,12412.959,12480.054,12608.881,12648.809,12726.367,12720.864,12544.67,12343.738,12251.802,12168.198,12099.807,12025.503,11949.668,11846.291,11789.797,11699.364,11584.523,11501.182,11352.986,11183.764,11090.84,10803.041,10605.559,10326.905,10072.518,9841.79,9607.177,9293.62,9033.997,8847.408,8720.589,8473.924,8343.722,8141.652,7917.375,7728.013,7505.577,7332.315,7193.498,7007.727,6829.108,6676.422,6558.046,6404.343,6245.384,6073.303,5902.775,5718.538,5567.643,5420.59,5250.992,5077.021,4896.026,4684.41,4468.263,4249.477,4042.317,3819.717,3319.916,3213.12,3075.546,2923.215,2777.046,2642.984,2522.201,2413.505,2313.302,2222.213,2139.869,2022.757,1882.431,1738.518,1614.818,1487.906,1360.89,1236.901,1116.753,1001.177,889.677,785.728,688.738,597.651,511.801,433.186,362.906,300.655,245.93,198.433,158.18,123.983,95.468,72.203,53.57,38.812,27.687,19.433,13.322,8.907,5.841,8.797,67.8
2009,12477.6,12291.494,12334.029,12437.735,12573.657,12616.939,12698.921,12698.669,12527.735,12330.954,12241.152,12157.902,12088.647,12012.332,11933.416,11826.196,11765.426,11670.743,11551.978,11465.204,11314.383,11143.352,11049.256,10761.367,10564.25,10286.622,10033.588,9804.389,9571.39,9259.541,9001.378,8815.903,8689.885,8444.117,8314.521,8113.229,7889.868,7701.41,7479.938,7307.429,7169.102,6983.679,6805.118,6652.15,6533.116,6378.589,6218.565,6045.253,5873.353,5687.778,5535.477,5387.198,5216.717,5041.967,4860.126,4647.561,4429.981,4209.196,3999.454,3774.167,3275.345,3165.012,3024.615,2870.011,2721.66,2585.191,2461.499,2349.257,2244.99,2149.444,2062.445,1942.423,1801.009,1657.534,1533.623,1407.153,1280.927,1157.827,1038.708,924.422,814.69,712.856,618.478,530.697,449.012,375.217,310.201,253.536,204.544,162.694,127.741,98.491,74.472,55.209,40.095,28.445,19.877,13.642,9.138,5.965,9.244,68.3
2010,12511.435,12273.016,12222.076,12298.304,12408.188,12546.597,12593.661,12680.017,12684.151,12516.844,12321.993,12232.522,12148.69,12078.082,11999.787,11918.516,11808.898,11745.796,11649.07,11528.63,11440.506,11288.827,11117.36,11023.047,10735.602,10539.03,10262.28,10010.17,9781.846,9549.633,9238.532,8980.813,8795.473,8669.36,8423.685,8294,8092.87,7869.812,7681.609,7460.416,7287.953,7149.398,6963.643,6784.511,6630.671,6510.409,6354.509,6192.908,6017.927,5844.314,5657.19,5503.387,5353.802,5182.242,5006.36,4823.146,4608.949,4389.228,4165.893,3953.229,3725.185,3227.846,3114.138,2971.021,2814.101,2663.362,2524.132,2397.162,2281.178,2172.922,2073.279,1982.267,1860.159,1718.49,1575.458,1451.547,1325.534,1200.038,1077.881,960.037,847.468,740.086,641.069,550.088,466.432,389.694,321.406,262.175,211.364,168.112,131.716,101.741,77.042,57.112,41.451,29.485,20.495,14.006,9.393,6.144,9.639,68.8
2011,12376.71,12324.86,12209.766,12190.498,12272.347,12384.41,12525.97,12576.951,12667.097,12674.323,12508.727,12314.231,12224.28,12139.368,12067.221,11987.184,11904.223,11793.133,11728.727,11630.985,11509.799,11421.097,11269.152,11097.656,11003.376,10716.459,10520.389,10244.325,9992.827,9764.967,9533.05,9222.169,8964.41,8778.794,8652.253,8406.415,8276.434,8075.24,7852.204,7663.921,7442.637,7269.826,7130.654,6944.208,6764.163,6609.097,6487.232,6329.599,6166.113,5989.235,5813.783,5625.099,5469.77,5318.73,5145.796,4968.327,4783.142,4566.729,4344.448,4118.359,3902.772,3672.198,3176.944,3059.918,2914.031,2754.637,2601.256,2459.036,2328.733,2209.194,2097.381,1994.298,1900.019,1776.499,1634.875,1492.512,1368.642,1243.076,1118.419,997.502,881.401,771.165,666.861,571.463,484.707,405.964,334.846,272.55,219.33,174.347,136.61,105.313,79.908,59.337,43.075,30.626,21.345,14.511,9.692,6.348,10.052,69.3
2012,12299.491,12206.437,12264.537,12179.65,12165.979,12250.007,12365.071,12510.13,12564.641,12657.563,12666.259,12500.941,12305.944,12214.77,12128.097,12053.889,11971.79,11886.928,11774.213,11708.401,11609.581,11487.622,11398.367,11246.236,11074.838,10980.766,10694.55,10499.136,10223.858,9973.028,9745.643,9514.009,9203.363,8945.638,8759.873,8633.073,8387.26,8257.129,8055.945,7832.934,7644.523,7423.062,7249.802,7109.906,6922.652,6741.541,6585.054,6461.367,6301.819,6136.321,5957.503,5780.256,5590.042,5433.084,5280.335,5105.652,4926.114,4738.495,4519.586,4294.66,4065.906,3847.618,3614.773,3122.076,3001.65,2852.856,2690.83,2534.714,2389.581,2256.228,2133.611,2018.888,1913.06,1816.181,1691.619,1550.266,1408.657,1284.872,1159.914,1036.439,917.268,803.558,696.405,595.991,505.039,423.287,350.12,285.08,228.968,181.706,142.314,109.735,83.116,61.862,44.999,32.006,22.298,15.202,10.102,6.59,10.504,69.7
2013,12215.198,12145.217,12151.045,12236.81,12157.28,12145.763,12232.538,12350.762,12498.883,12555.896,12650.069,12658.897,12493.067,12296.98,12204.179,12115.641,12039.592,11955.84,11869.562,11755.718,11688.941,11589.401,11466.958,11377.383,11225.241,11054.072,10960.293,10674.764,10479.912,10205.247,9954.849,9727.671,9496.078,9185.482,8927.658,8741.655,8614.533,8368.66,8238.243,8036.889,7813.697,7624.932,7403.07,7229.133,7088.267,6899.94,6717.461,6559.241,6433.438,6271.745,6104.074,5923.229,5744.078,5552.13,5393.206,5238.319,5061.419,4879.405,4689.108,4467.65,4240.156,4008.897,3788.036,3552.976,3063.155,2939.147,2787.313,2622.644,2463.949,2316.227,2180.297,2055.191,1938.165,1830.16,1730.899,1605.509,1464.545,1323.796,1200.305,1076.341,954.591,837.842,727.297,624.056,528.351,442.606,366.5,299.356,240.572,190.576,149.035,114.887,87.06,64.705,47.194,33.644,23.451,15.985,10.655,6.916,11.023,70.2
2014,12039.898,12075.353,12093.923,12125.788,12216.261,12138.834,12129.941,12219.578,12340.547,12490.823,12548.958,12643.179,12651.416,12484.539,12287.018,12192.541,12102.404,12024.946,11940.024,11852.794,11738.203,11670.749,11570.707,11447.951,11358.194,11206.147,11035.275,10941.794,10656.86,10462.416,10188.139,9937.92,9710.719,9478.985,9168.3,8910.277,8723.957,8596.413,8350.344,8219.466,8017.747,7794.17,7604.837,7382.359,7207.508,7065.399,6875.698,6691.548,6531.312,6403.136,6239.099,6069.092,5886.027,5704.682,5510.638,5349.323,5191.885,5012.468,4827.827,4634.831,4410.906,4180.936,3947.209,3723.729,3486.388,2999.772,2872.062,2717.228,2550.131,2389.207,2239.353,2101.374,1974.3,1855.455,1745.482,1644.027,1517.947,1377.529,1237.912,1115.14,992.747,873.428,759.903,653.365,554.865,464.615,384.693,314.661,253.725,201.143,157.04,120.895,91.614,68.149,49.658,35.503,24.805,16.92,11.277,7.343,11.647,70.6
2015,11618.185,11914.169,12027.687,12070.477,12106.85,12199.073,12124.167,12117.983,12210.113,12333.019,12484.236,12542.39,12635.947,12642.99,12474.586,12275.393,12179.245,12087.641,12008.937,11922.992,11834.906,11719.61,11651.525,11551.047,11428.072,11338.264,11186.454,11015.987,10922.857,10638.497,10444.392,10170.398,9920.267,9692.994,9461.099,9150.334,8892.129,8705.486,8577.476,8331.134,8199.692,7997.489,7773.395,7583.341,7360.078,7184.104,7040.502,6849.189,6663.152,6500.696,6369.941,6203.35,6030.735,5845.098,5661.153,5464.63,5300.606,5140.429,4958.459,4771.241,4575.611,4349.246,4116.742,3880.443,3654.23,3414.571,2931.629,2800.275,2642.666,2473.493,2310.768,2159.25,2019.671,1891.086,1770.62,1658.866,1555.347,1428.755,1289.195,1151.181,1029.735,909.655,793.603,684.168,582.475,489.457,405.254,331.558,267.788,213.039,166.472,127.969,96.876,72.097,52.609,37.591,26.345,18.017,12.02,7.829,12.423,70.9
2016,11680.091,11504.604,11867.815,12004.01,12051.332,12089.68,12184.252,12112.065,12108.349,12202.337,12326.148,12477.286,12534.631,12626.599,12631.423,12460.524,12258.806,12160.202,12066.397,11985.79,11898.256,11808.868,11692.602,11623.821,11523.028,11400.12,11310.663,11159.525,10989.88,10897.486,10614.031,10420.56,10147.148,9897.423,9670.401,9438.67,9128.135,8870.021,8683.275,8554.964,8308.482,8176.562,7973.932,7749.343,7558.553,7334.461,7157.284,7012.097,6819.097,6631.09,6466.283,6332.723,6163.264,5987.644,5799.02,5612.133,5412.969,5246.227,5083.41,4899.038,4709.341,4511.04,4282.101,4046.904,3807.916,3578.927,3337.071,2858.471,2723.68,2563.618,2392.766,2228.663,2075.883,1935.301,1805.352,1683.459,1570.079,1464.673,1337.897,1199.701,1063.941,944.602,827.711,715.823,611.324,515.212,428.254,350.473,283.184,225.682,176.99,136.195,102.986,76.604,55.958,40.055,28.058,19.254,12.882,8.401,13.347,71.3
2017,11740.436,11580.822,11466.904,11849.711,11989.482,12038.191,12078.366,12174.936,12104.754,12102.533,12197.191,12320.927,12471.507,12527.978,12618.831,12622.613,12451.056,12249.013,12150.21,12056.289,11975.514,11887.692,11797.905,11681.213,11611.969,11510.847,11387.78,11298.238,11147.14,10977.532,10884.985,10601.476,10407.693,10133.958,9883.788,9656.219,9423.9,9112.877,8854.157,8666.627,8537.356,8290.109,8157.092,7953.446,7727.801,7535.738,7310.33,7131.501,6984.301,6789.198,6598.748,6430.997,6293.91,6120.822,5941.472,5749.308,5559.206,5357.398,5188.014,5022.624,4835.829,4643.436,4442.103,4210.254,3972.112,3730.318,3498.597,3254.768,2781.21,2643.186,2480.958,2308.756,2143.591,1989.782,1848.137,1717.015,1593.862,1479.052,1372.073,1245.627,1109.485,976.809,860.5,747.73,640.86,542.022,452.037,371.49,300.295,239.438,188.119,145.304,110.023,81.788,59.752,42.832,30.059,20.623,13.849,9.06,14.429,71.6
2018,11420.377,11647.138,11543.51,11449.18,11835.211,11976.38,12026.921,12069.078,12167.455,12098.73,12097.18,12191.732,12314.799,12464.197,12519.144,12608.311,12610.594,12437.92,12235.02,12135.434,12040.79,11959.28,11870.743,11780.314,11663.147,11593.581,11492.414,11369.525,11280.233,11129.476,10960.168,10867.697,10584.359,10390.505,10116.694,9866.321,9638.432,9405.723,9094.373,8835.165,8646.931,8516.734,8268.731,8134.589,7929.898,7703.182,7509.854,7283.163,7102.688,6953.405,6756.005,6562.713,6391.433,6250.141,6072.82,5889.352,5693.639,5500.614,5296.541,5124.795,4956.927,4767.547,4572.107,4367.391,4132.412,3891.257,3646.785,3412.603,3167.168,2699.41,2558.407,2394.314,2221.07,2055.216,1900.635,1758.112,1625.985,1501.781,1385.87,1277.819,1152.421,1019.222,890.609,778.302,670.522,569.375,476.705,393.158,319.181,254.613,200.144,154.89,117.758,87.704,64.078,45.951,32.292,22.202,14.911,9.793,15.68,72
2019,11517.25,11334.942,11610.06,11525.315,11434.823,11822.123,11965.073,12017.552,12061.483,12161.174,12093.114,12091.451,12185.217,12306.847,12454.23,12506.914,12593.805,12594.06,12419.733,12215.44,12114.551,12018.731,11936.185,11846.823,11755.827,11638.438,11568.939,11468.158,11345.851,11257.169,11107.057,10938.301,10846.147,10563.222,10369.534,10095.875,9845.509,9617.478,9384.517,9072.941,8813.305,8624.376,8493.222,8244.432,8109.127,7903.404,7675.701,7481.215,7253.321,7071.162,6919.558,6719.364,6522.517,6346.927,6200.711,6018.743,5831.224,5632.404,5436.955,5230.998,5057.002,4886.428,4694.028,4495.119,4286.722,4048.516,3804.465,3557.6,3321.292,3074.621,2613.377,2469.612,2303.892,2130.073,1963.608,1808.42,1665.179,1532.251,1407.333,1290.845,1182.453,1059.05,929.85,806.305,698.881,596.771,501.806,415.562,338.593,271.254,213.314,165.177,125.856,94.166,68.977,49.489,34.797,23.964,16.133,10.6,17.099,72.3
2020,11307.669,11435.282,11298.552,11591.009,11510.229,11421.628,11810.577,11955.411,12009.634,12054.876,12155.152,12086.958,12084.393,12176.417,12295.53,12439.885,12489.47,12573.361,12570.931,12394.364,12188.163,12085.579,11988.376,11904.8,11814.811,11723.636,11606.552,11537.686,11437.813,11316.554,11228.876,11079.736,10911.834,10820.288,10538.053,10344.791,10071.518,9821.357,9593.338,9360.232,9048.492,8788.435,8598.78,8466.625,8217.055,8080.652,7874.078,7645.614,7450.127,7221.044,7036.959,6882.443,6678.623,6477.339,6296.665,6145.071,5958.604,5767.614,5566.317,5368.888,5161.197,4984.686,4810.889,4614.992,4412.275,4200.046,3958.719,3712.054,3463.138,3225.035,2977.463,2523.363,2376.982,2210.183,2035.666,1868.724,1713.068,1569.302,1435.918,1310.835,1194.544,1086.809,966.545,842.416,724.802,622.913,526.874,438.283,358.577,288.279,227.648,176.349,134.478,100.889,74.294,53.441,37.573,25.892,17.461,11.5,18.644,71.9
2021,11039.77,11239.358,11405.845,11285.427,11580.603,11501.074,11413.88,11803.988,11950.02,12005.151,12050.76,12150.848,12082.128,12078.695,12169.607,12287.628,12431.124,12480.201,12563.747,12561.081,12384.293,12177.705,12074.488,11976.624,11892.538,11802.298,11711.097,11594.107,11525.266,11425.413,11304.139,11216.302,11066.946,10898.733,10806.668,10524.023,10330.123,10056.198,9805.219,9576.186,9341.896,9028.966,8767.499,8576.207,8442.254,8191.319,8053.374,7845.598,7615.92,7418.722,7187.423,6999.972,6840.828,6631.724,6424.544,6237.736,6080.358,5889.555,5695.321,5491.591,5291.889,5081.771,4901.724,4723.666,4523.381,4316.166,4099.745,3855.348,3606.325,3355.684,3116.14,2868.183,2422.814,2274.312,2106.762,1932.478,1766.03,1610.898,1467.788,1335.474,1212,1097.711,992.251,875.719,755.603,641.954,543.757,452.729,370.461,297.942,235.251,182.306,138.497,103.484,75.967,54.536,38.091,25.969,17.294,11.216,17.539,68.8
2022,10984.988,10976.527,11210.574,11392.21,11274.948,11571.19,11493.112,11407.34,11798.488,11945.356,12000.832,12046.236,12145.63,12075.834,12070.97,12160.313,12276.91,12419.206,12467.338,12550.024,12546.539,12368.962,12161.552,12057.321,11958.211,11872.808,11781.51,11689.698,11572.587,11503.827,11404.148,11283.003,11195.089,11045.544,10876.96,10784.193,10500.994,10306.214,10031.39,9779.248,9548.747,9312.743,8998.139,8734.769,8541.352,8405.15,8152.651,8012.724,7802.962,7570.608,7369.491,7133.339,6939.612,6773.021,6556.32,6341.463,6147.441,5983.589,5787.965,5589.813,5382.646,5179.089,4964.613,4778.592,4593.527,4386.269,4172.351,3950.098,3701.709,3449.71,3197.077,2956.094,2708.383,2276.735,2125.908,1958.067,1785.029,1620.473,1467.703,1327.423,1198.524,1079.252,969.83,869.723,761.311,651.066,547.493,458.089,375.686,301.714,237.347,182.908,138.21,102.314,74.358,52.8,36.434,24.387,15.827,9.928,14.203,73.3
2023,10982.405,10919.93,10944.062,11193.029,11378.161,11262.837,11560.74,11484.424,11400.15,11792.238,11939.538,11994.748,12039.085,12136.454,12063.801,12055.433,12140.999,12253.864,12392.664,12437.719,12517.7,12511.95,12332.642,12124.006,12018.979,11919.633,11834.571,11744.13,11653.53,11537.855,11470.533,11372.255,11252.41,11165.61,11017.078,10849.347,10757.145,10474.54,10280.009,10005.293,9752.936,9521.864,9285.021,8969.606,8705.336,8511.044,8374.176,8121.696,7981.469,7771.317,7537.933,7334.49,7094.763,6895.953,6723.1,6500.149,6279.714,6081.226,5913.826,5715.857,5515.741,5306.498,5100.245,4882.695,4692.722,4503.413,4292.3,4074.839,3849.472,3598.933,3345.254,3091.367,2849.181,2601.609,2178.231,2024.865,1855.758,1682.5,1518.302,1366.456,1227.742,1101.218,985.216,879.629,783.533,680.775,577.15,480.28,396.912,320.999,253.946,196.727,149.374,111.294,81.26,58.044,40.374,27.318,17.913,11.38,16.451,73.6
2024,10976.768,10924.353,10891.259,10929.427,11181.389,11367.974,11254.257,11553.465,11478.401,11395.015,11787.346,11934.352,11988.639,12031.329,12126.353,12051.041,12039.925,12122.827,12233.23,12369.801,12412.899,12491.086,12483.8,12303.334,12093.907,11988.444,11889.161,11804.606,11715.003,11625.425,11510.848,11444.517,11347.149,11228.104,11141.922,10993.911,10826.553,10734.427,10451.918,10257.103,9981.915,9728.715,9496.46,9258.283,8941.779,8676.627,8481.792,8344.665,8092.403,7951.73,7740.591,7505.041,7297.773,7052.956,6847.723,6667.787,6438.754,6213.626,6011.61,5841.293,5641.189,5438.787,5226.844,5017.324,4796.322,4602.2,4408.667,4193.898,3973.101,3744.764,3492.15,3236.758,2981.492,2738.345,2490.219,2075.459,1919.518,1749.324,1576.333,1413.321,1263.553,1127.855,1005.259,893.836,792.96,701.331,604.224,506.949,416.624,339.441,270.342,210.575,160.746,120.403,88.541,63.55,44.454,30.321,20.099,12.902,19.004,72.2
2025,10973.366,10917.466,10892.982,10873.61,10914.624,11167.751,11355.802,11243.844,11544.485,11470.701,11388.059,11780.453,11927.225,11981.01,12022.906,12116.491,12038.185,12021.687,12097.581,12201.139,12332.698,12373.91,12453.545,12450.21,12274.764,12070.096,11968.427,11871.953,11789.319,11700.941,11612.037,11497.729,11431.287,11333.595,11214.066,11127.218,10978.513,10810.399,10717.314,10434.048,10238.25,9962.143,9707.909,9474.493,9235.086,8917.482,8651.047,8454.622,8315.504,8061.346,7917.938,7703.789,7464.794,7253.483,7004.599,6795.125,6611.148,6379.069,6151.413,5946.912,5773.676,5570.576,5364.624,5148.708,4934.795,4709.392,4510.328,4311.91,4092.94,3868.401,3636.927,3382.385,3125.801,2870.091,2626.833,2379.634,1975.657,1818.571,1648.644,1477.06,1316.029,1168.652,1035.644,915.982,807.736,710.164,621.94,530.032,439.411,356.442,286.361,224.677,172.281,129.379,95.239,68.742,48.359,33.114,22.089,14.305,21.834,72.5
2026,10941.389,10918.936,10888.52,10876.99,10860.305,10902.515,11156.912,11346.41,11235.951,11537.62,11464.505,11382.028,11774.091,11920.319,11973.307,12013.814,12104.379,12020.871,11997.622,12066.89,12165.638,12295.444,12338.385,12422.184,12423.957,12253.387,12052.655,11953.763,11859.124,11777.572,11689.715,11600.898,11486.381,11419.44,11321.109,11200.836,11113.108,10963.521,10794.472,10700.246,10416.06,10219.118,9941.942,9686.522,9451.797,9211.02,8892.196,8624.321,8426.058,8284.599,8028.103,7881.36,7663.602,7420.678,7205.017,6952.122,6738.787,6551.304,6316.667,6086.695,5879.579,5702.956,5496.211,5286.077,5065.722,4847.119,4617.186,4413.191,4210.005,3987,3758.933,3524.539,3268.333,3010.861,2755.008,2511.919,2266.626,1872.988,1715.083,1545.923,1376.401,1218.115,1073.94,944.414,828.411,723.981,630.285,546.019,459.795,376.243,300.944,238.176,183.955,138.761,102.405,73.985,52.336,36.035,24.128,15.721,24.712,72.7
2027,10919.518,10890.623,10891.511,10873.443,10864.457,10848.941,10892.472,11148.177,11338.957,11229.609,11531.788,11458.815,11376.158,11767.613,11913.026,11964.643,12002.192,12087.495,11997.328,11967.57,12032.11,12129.215,12260.813,12308.103,12397.081,12403.667,12237.04,12039.172,11942.08,11848.48,11767.378,11679.541,11590.424,11475.4,11407.733,11308.583,11187.428,11098.696,10948.107,10778.002,10682.505,10397.29,10199.086,9920.725,9664.002,9427.852,9185.596,8865.424,8595.893,8395.473,8251.214,7991.835,7841.139,7619.28,7372.139,7152.164,6895.665,6679.018,6488.493,6251.511,6019.105,5808.92,5628.238,5417.209,5202.411,4977.314,4753.866,4519.433,4310.618,4102.796,3875.953,3644.555,3407.464,3149.886,2891.822,2636.117,2394.08,2150.205,1767.584,1609.345,1441.617,1274.951,1120.257,980.108,854.809,743.118,643.081,553.811,474.066,394.034,317.934,250.517,195.17,148.283,109.915,79.611,56.366,39.021,26.268,17.178,27.635,73
2028,10886.155,10872.175,10864.615,10877.177,10861.535,10853.654,10839.426,10884.295,11141.169,11332.897,11224.148,11526.352,11453.195,11370.116,11760.699,11904.726,11953.399,11985.738,12064.294,11967.674,11933.277,11996.252,12095.272,12231.274,12283.888,12377.689,12388.102,12224.307,12028.31,11932.224,11839.043,11757.913,11669.734,11580.048,11464.318,11395.768,11295.682,11173.546,11083.705,10932.009,10760.74,10663.861,10377.52,10177.938,9898.287,9640.156,9402.481,9158.61,8836.887,8565.405,8362.396,8214.759,7951.935,7796.768,7570.51,7319.207,7095.305,6835.774,6616.291,6422.918,6183.473,5948.186,5734.279,5548.877,5333.074,5113.293,4883.289,4655.003,4416.205,4202.696,3990.404,3759.901,3525.37,3285.833,3027.164,2768.784,2514.056,2272.637,2030.628,1659.829,1501.91,1336.418,1173.479,1023.225,887.865,767.456,660.654,565.553,481.261,406.628,333.265,264.893,205.459,157.452,117.55,85.513,60.692,42.048,28.456,18.705,30.616,73.2
2029,10843.751,10841.625,10847.237,10850.811,10865.674,10851.102,10844.456,10831.542,10877.605,11135.354,11327.572,11218.959,11520.882,11447.311,11363.579,11752.702,11893.751,11937.199,11962.803,12034.778,11933.549,11897.674,11962.649,12066.182,12207.524,12265.061,12362.654,12375.757,12213.797,12018.88,11923.199,11829.983,11748.489,11659.724,11569.29,11452.721,11383.19,11282.088,11158.883,11067.839,10914.939,10742.413,10644.044,10356.477,10155.407,9874.366,9614.734,9375.398,9129.696,8806.137,8532.288,8326.134,8174.508,7907.768,7747.785,7517.158,7262.087,7034.8,6772.726,6550.605,6354.236,6111.874,5873.053,5654.773,5464.118,5243.2,5018.238,4783.315,4550.293,4307.272,4089.22,3872.591,3638.6,3401.167,3159.423,2899.927,2642.028,2387.896,2147.536,1908.024,1550.02,1393.229,1230.878,1072.564,927.557,797.68,682.76,581.406,491.798,413.075,344.139,277.838,217.375,165.84,124.878,91.489,65.211,45.282,30.663,20.259,33.664,73.4
2030,10809.092,10801.976,10817.802,10834.01,10839.788,10855.653,10842.267,10836.877,10825.129,10872.088,11130.278,11322.543,11213.77,11515.172,11440.948,11355.986,11742.03,11877.809,11914.512,11933.565,12000.83,11898.196,11864.459,11934.07,12043.067,12189.332,12250.735,12350.958,12365.729,12204.796,12010.343,11914.6,11821.004,11738.892,11649.356,11558.032,11440.523,11369.925,11267.713,11143.345,11050.995,10896.796,10722.913,10622.934,10334.042,10131.375,9848.856,9587.594,9346.385,9098.551,8772.757,8496.016,8286.14,8130.007,7859.078,7694.282,7459.675,7201.405,6971.219,6706.828,6481.947,6282.113,6036.188,5793.207,5570.062,5373.799,5147.574,4917.415,4677.689,4440.073,4193.025,3970.574,3749.759,3512.512,3272.411,3028.695,2769.119,2511.321,2258.235,2019.559,1783.362,1439.179,1284.426,1126.136,973.272,834.215,710.415,601.525,506.157,422.608,350.005,287.243,228.265,175.661,131.678,97.298,69.84,48.697,33.046,21.842,36.811,73.6
2031,10776.428,10769.344,10778.817,10804.769,10823.105,10829.874,10846.883,10834.727,10830.474,10819.621,10867.069,11125.297,11317.334,11208.191,11508.829,11433.376,11345.56,11726.166,11855.075,11885.146,11899.466,11965.192,11864.741,11835.736,11910.875,12024.863,12174.958,12239.052,12340.896,12356.558,12196.072,12001.663,11905.56,11811.376,11728.502,11638.092,11545.814,11427.313,11355.583,11252.194,11126.586,11032.851,10877.27,10701.936,10600.238,10309.936,10105.583,9821.47,9558.378,9315.002,9064.622,8736.085,8455.904,8241.823,8080.853,7805.8,7636.537,7398.507,7137.533,6904.658,6637.844,6409.742,6205.763,5955.643,5708.021,5479.676,5277.57,5046.004,4810.743,4566.349,4324.314,4073.399,3846.687,3621.887,3381.604,3139.053,2894.092,2634.07,2376.821,2125.425,1889.264,1657.357,1328.059,1176.297,1022.939,876.265,743.774,626.605,524.291,435.475,358.528,292.507,236.292,184.695,139.652,102.725,74.363,52.211,35.573,23.559,40.048,73.8
2032,10721.625,10738.102,10746.991,10766.153,10794.148,10813.438,10821.32,10839.505,10828.454,10825.067,10814.703,10862.243,11120.239,11311.827,11202.088,11501.356,11423.034,11330.009,11703.583,11825.771,11851.081,11863.902,11931.735,11836.118,11812.778,11892.991,12010.875,12163.611,12229.365,12332.026,12347.975,12187.492,11992.806,11896.112,11801.174,11717.416,11626.049,11532.749,11413.181,11340.234,11235.576,11108.643,11013.424,10856.355,10679.461,10575.926,10284.129,10077.952,9792.043,9526.824,9280.858,9027.388,8695.567,8411.489,8192.895,8027.079,7748.298,7575.077,7334.1,7070.64,6834.946,6565.255,6333.257,6124.455,5869.644,5617.049,5383.279,5175.243,4938.412,4698.158,4449.26,4202.932,3948.297,3717.513,3488.91,3245.79,3001.481,2754.832,2494.803,2238.75,1989.903,1757.258,1530.731,1217.359,1069.504,921.872,782.045,656.702,546.726,451.562,369.848,299.96,240.887,191.397,146.99,109.058,78.587,55.641,38.167,25.375,43.441,74.1
