Time,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Age26,Age27,Age28,Age29,Age30,Age31,Age32,Age33,Age34,Age35,Age36,Age37,Age38,Age39,Age40,Age41,Age42,Age43,Age44,Age45,Age46,Age47,Age48,Age49,Age50,Age51,Age52,Age53,Age54,Age55,Age56,Age57,Age58,Age59,Age60,Age61,Age62,Age63,Age64,Age65,Age66,Age67,Age68,Age69,Age70,Age71,Age72,Age73,Age74,Age75,Age76,Age77,Age78,Age79,Age80,Age81,Age82,Age83,Age84,Age85,Age86,Age87,Age88,Age89,Age90,Age91,Age92,Age93,Age94,Age95,Age96,Age97,Age98,Age99,Age100+,Female_Life_Expectancy_at_Birth_(years)
1950,6365.699,5102.261,4734.949,4491.656,4299.607,4152.128,4042.44,3963.836,3910.3,3875.291,3861.935,3872.456,3827.294,3739.22,3639.747,3576.16,3500.428,3415.51,3328.466,3239.763,3151.198,3061.012,2979.633,2905.7,2834.264,2759.099,2686.778,2622.401,2563.599,2506.903,2449.72,2396.512,2338.241,2276.032,2214.12,2154.428,2090.716,2039.9,1998.987,1956.893,1912.253,1877.347,1809.746,1713.577,1613.567,1527.681,1424.657,1375.368,1358.134,1360.35,1340.909,1342.859,1286.697,1178.882,1058.908,970.218,855.395,812.058,828.935,844.057,839.805,861.541,816.316,717.23,611.405,534.768,437.109,388.357,372.672,384.106,367.862,365.281,345.479,312.254,269.7,243.081,213.238,186.764,165.186,145.272,124.518,105.046,88.422,74.139,61.606,49.921,39.774,31.239,24.234,18.835,13.262,10.287,8.842,6.169,3.614,3.186,3.208,2.381,1.548,0.494,0,40.4
1951,6564.631,5720.988,4774.809,4576.729,4405.905,4249.782,4122.242,4022.671,3947.939,3895.03,3860.117,3846.738,3856.331,3809.894,3720.457,3619.757,3555.072,3478.646,3393.334,3306.035,3217.083,3128.193,3037.645,2955.866,2881.575,2809.942,2734.834,2662.733,2598.619,2540.064,2483.557,2426.479,2373.257,2314.967,2252.763,2190.876,2131.237,2067.69,2016.975,1976.128,1934.195,1889.821,1855.106,1788.06,1692.718,1593.474,1508.041,1405.572,1356.048,1338.052,1339.151,1318.908,1319.695,1263.359,1156.35,1037.5,949.359,835.723,791.995,806.872,819.819,813.787,832.771,786.956,689.463,585.938,510.809,416.04,368.204,351.823,360.89,343.771,339.286,318.723,285.895,244.893,218.757,190.078,164.801,144.199,125.369,106.153,88.391,73.371,60.608,49.565,39.484,30.888,23.788,18.067,13.723,9.423,7.113,5.937,4.018,2.289,1.966,1.923,1.386,0.875,0.271,40.8
1952,6739.698,5916.765,5368.83,4621.705,4492.177,4356.002,4219.578,4102.197,4006.665,3932.765,3880.086,3845.245,3831.083,3839.266,3791.421,3700.925,3599.631,3534.529,3457.995,3372.715,3285.391,3196.272,3107.092,3016.232,2934.129,2859.598,2787.899,2712.924,2641.029,2577.077,2518.591,2462.043,2404.845,2351.416,2292.956,2230.649,2168.717,2109.087,2045.676,1995.042,1954.253,1912.468,1868.315,1833.69,1767.042,1672.324,1573.615,1488.424,1386.367,1336.504,1317.682,1317.644,1296.601,1296.191,1239.628,1133.364,1015.561,927.877,815.401,771.228,784.022,794.749,786.942,803.164,756.83,661.06,559.969,486.448,394.675,347.809,330.755,337.459,319.507,313.167,291.98,259.757,220.535,195.139,167.855,143.978,124.546,106.967,89.396,73.405,60.027,48.797,39.227,30.679,23.53,17.739,13.165,9.751,6.516,4.776,3.868,2.545,1.413,1.179,1.12,0.784,0.625,41.3
1953,6935.082,6091.701,5567.567,5203.586,4539.062,4442.406,4325.385,4199.133,4085.965,3991.478,3917.955,3865.414,3829.881,3814.436,3820.993,3771.916,3680.831,3579.427,3514.251,3437.784,3352.532,3265.065,3175.664,3086.144,2995.001,2912.684,2838.077,2766.447,2691.667,2619.966,2556.091,2497.54,2440.822,2383.41,2329.719,2271.074,2208.686,2146.749,2087.176,2023.954,1973.456,1932.773,1891.147,1847.163,1812.52,1746.107,1651.815,1553.464,1468.392,1366.689,1316.463,1296.828,1295.667,1273.819,1272.152,1215.286,1109.681,992.853,905.574,794.275,749.65,760.327,768.828,759.275,772.743,725.968,632.051,533.522,461.699,373.015,327.169,309.47,313.841,295.1,287.09,265.487,234.112,196.898,172.485,146.79,124.481,106.374,90.175,74.316,60.115,48.377,38.655,30.505,23.388,17.557,12.932,9.359,6.746,4.378,3.114,2.452,1.572,0.847,0.687,0.633,0.761,41.7
1954,7125.848,6282.024,5743.92,5400.809,5111.653,4488.493,4410.4,4303.562,4181.799,4069.976,3976.072,3902.777,3849.545,3812.662,3795.454,3800.162,3749.862,3658.184,3556.525,3490.984,3414.18,3328.529,3240.602,3150.774,3060.939,2969.696,2887.461,2813.081,2741.775,2667.385,2596.004,2532.287,2473.754,2416.979,2359.499,2305.722,2247.094,2184.835,2123.099,2063.782,2000.935,1950.743,1910.286,1868.87,1825.044,1790.308,1724.011,1630.043,1532.002,1447.049,1345.762,1295.251,1274.87,1272.61,1249.946,1246.95,1189.696,1084.7,968.85,881.995,771.965,726.939,735.502,741.795,730.535,741.267,694.145,602.225,506.395,436.365,350.877,306.116,287.822,289.957,270.625,261.149,239.388,209.129,174.137,150.924,126.981,106.373,89.716,74.994,60.881,48.459,38.326,30.059,23.251,17.444,12.793,9.187,6.47,4.53,2.853,1.974,1.514,0.942,0.493,0.388,0.748,42.5
1955,7317.69,6474.961,5940.859,5581.3,5310.614,5057.821,4458.022,4389.57,4287.088,4166.722,4055.517,3961.861,3887.955,3833.531,3795.162,3776.502,3780.031,3729.255,3637.614,3536.147,3470.483,3393.426,3307.412,3219.075,3128.894,3038.863,2947.659,2865.584,2791.408,2720.308,2646.101,2574.779,2510.963,2452.232,2395.23,2337.556,2283.612,2224.945,2162.769,2101.197,2042.104,1979.595,1929.641,1889.295,1847.926,1804.043,1768.965,1702.541,1608.71,1510.855,1425.956,1325.073,1274.271,1253.111,1249.679,1226.085,1221.596,1163.794,1059.307,944.393,857.951,749.243,703.848,710.305,714.406,701.478,709.51,662.113,572.27,479.205,411.019,328.772,285.138,266.288,266.294,246.544,235.848,214.193,185.272,152.649,130.813,108.737,89.915,74.786,61.585,49.199,38.49,29.881,22.972,17.39,12.748,9.116,6.371,4.359,2.963,1.815,1.223,0.911,0.55,0.28,0.605,43
1956,7467.677,6663.772,6135.656,5778.446,5490.537,5255.611,5023.709,4437.005,4372.863,4271.862,4152.212,4041.301,3947.064,3871.981,3816.063,3776.259,3756.465,3759.14,3708.083,3616.502,3515.075,3449.037,3371.516,3285.04,3196.311,3105.926,3015.928,2924.973,2843.191,2769.279,2698.365,2624.269,2552.939,2488.996,2430.078,2372.901,2315.121,2261.115,2202.513,2140.521,2079.207,2020.419,1958.287,1908.554,1868.246,1826.796,1782.684,1747.094,1680.428,1586.68,1489.016,1404.221,1303.806,1252.73,1230.754,1226.061,1201.411,1195.272,1136.826,1032.838,918.911,832.951,725.686,679.985,684.35,686.282,671.731,677.09,629.491,541.824,451.619,385.346,306.431,263.997,244.747,242.8,222.854,211.221,189.942,162.573,132.446,112.138,92.013,75.033,61.48,49.82,39.117,30.038,22.858,17.198,12.719,9.092,6.329,4.298,2.856,1.888,1.126,0.736,0.533,0.313,0.467,43.4
1957,7611.611,6813.605,6325.791,5973.252,5686.763,5434.573,5220.468,5000.15,4420.314,4357.649,4257.357,4138.021,4026.582,3931.259,3854.822,3797.657,3756.981,3736.648,3738.921,3687.842,3596.361,3494.864,3428.332,3350.292,3263.384,3174.392,3083.984,2994.161,2903.502,2821.972,2748.192,2677.281,2603.119,2531.648,2467.489,2408.344,2350.993,2293.13,2239.088,2180.581,2118.801,2057.765,1999.263,1937.437,1887.804,1847.366,1805.625,1761.084,1724.827,1657.826,1564.141,1466.701,1382.049,1282.116,1230.723,1207.836,1201.733,1175.873,1167.934,1108.777,1005.313,892.463,807.076,701.376,655.428,657.708,657.486,641.349,644.05,596.307,510.908,423.653,359.379,283.875,242.792,223.302,219.625,199.733,187.452,166.805,141.172,113.63,94.967,76.843,61.729,49.77,39.637,30.546,22.99,17.12,12.585,9.077,6.316,4.273,2.819,1.822,1.172,0.679,0.431,0.303,0.415,43.7
1958,7748.719,6953,6474.731,6160.32,5878.079,5627.5,5396.713,5194.595,4980.223,4404.152,4342.227,4242.176,4122.157,4009.289,3912.054,3833.614,3774.672,3732.525,3710.911,3711.949,3659.976,3567.799,3465.676,3398.381,3319.843,3232.79,3144.011,3054.106,2964.955,2875.035,2794.131,2720.807,2650.224,2576.348,2505.117,2441.149,2382.198,2325.088,2267.535,2213.824,2155.75,2094.485,2033.97,1975.923,1914.503,1865.003,1824.412,1782.35,1737.382,1700.494,1633.254,1539.782,1442.719,1358.315,1258.934,1207.224,1183.363,1175.749,1148.607,1138.804,1078.963,976.148,864.539,779.862,675.891,629.785,630.017,627.681,610.007,610.072,562.258,479.24,395.069,333.056,261.185,221.62,202.088,196.941,177.352,164.707,144.923,121.178,96.276,79.344,63.241,49.985,39.605,30.955,23.38,17.22,12.528,8.982,6.307,4.266,2.804,1.8,1.132,0.707,0.398,0.245,0.38,44.1
1959,7862.202,7092.788,6619.455,6312.242,6066.037,5819.175,5589.896,5371.247,5175.105,4963.288,4389.733,4327.933,4227.294,4106.27,3992.241,3894.064,3815.149,3756.137,3714.119,3692.566,3693.343,3641.109,3548.654,3446.177,3378.275,3299.324,3212.131,3123.415,3033.689,2944.732,2854.954,2774.009,2700.482,2629.622,2555.497,2484.041,2419.866,2360.758,2303.566,2246.024,2192.365,2134.457,2073.426,2013.12,1955.189,1893.808,1844.058,1802.95,1760.265,1714.632,1676.943,1609.367,1516.04,1419.267,1334.991,1236.021,1183.804,1158.754,1149.426,1120.851,1109.056,1048.507,946.402,836.12,752.217,650.064,603.835,602.005,597.544,578.337,575.75,527.904,447.361,366.327,306.607,238.551,200.691,181.332,174.989,155.938,143.198,124.483,102.739,80.489,65.339,51.239,39.798,30.947,23.706,17.522,12.61,8.949,6.247,4.266,2.805,1.794,1.12,0.685,0.416,0.227,0.334,44.5
1960,7986.982,7207.688,6761.926,6457.824,6217.486,6005.871,5780.397,5563.529,5351.234,5157.82,4947.387,4375.593,4312.992,4211.104,4088.694,3973.484,3874.59,3795.371,3736.265,3694.156,3672.271,3672.319,3619.444,3526.502,3423.644,3355.285,3276.197,3189.144,3100.703,3011.292,2922.586,2832.953,2751.982,2678.314,2607.281,2533.057,2461.562,2397.375,2338.295,2281.192,2223.814,2170.339,2112.681,2051.908,1991.779,1933.882,1872.413,1822.289,1780.578,1737.226,1690.935,1652.493,1584.645,1491.503,1395.016,1310.822,1212.19,1159.362,1133.02,1121.888,1091.841,1078.042,1016.848,915.571,806.744,723.718,623.508,577.224,573.356,566.791,546.085,540.867,493.066,415.116,337.491,280.257,216.198,180.229,161.258,153.994,135.694,123.111,105.636,85.97,66.342,52.988,40.836,31.13,23.727,17.79,12.85,9.023,6.237,4.236,2.813,1.8,1.121,0.68,0.404,0.238,0.3,44.9
1961,8163.599,7332.965,6880.532,6601.17,6362.69,6156.447,5965.991,5753.185,5542.975,5333.705,5141.716,4931.854,4360.878,4296.882,4193.511,4069.952,3954.132,3855.089,3775.95,3716.915,3674.653,3652.227,3651.347,3597.729,3504.319,3401.224,3332.622,3253.576,3166.745,3078.566,2989.363,2900.744,2811.105,2730.006,2656.145,2584.945,2510.671,2439.204,2375.069,2316.074,2259.106,2201.924,2148.624,2091.156,2030.535,1970.43,1912.378,1850.643,1800.006,1757.602,1713.546,1666.61,1627.433,1559.311,1466.322,1370.055,1285.837,1187.447,1133.905,1106.177,1093.168,1061.636,1045.829,984.053,883.715,776.467,694.419,596.27,549.985,544.083,535.42,513.234,505.41,457.739,382.624,308.641,254.127,194.256,160.361,141.985,134.072,116.718,104.523,88.435,70.891,53.825,42.249,31.958,23.882,17.819,13.059,9.206,6.298,4.237,2.8,1.81,1.128,0.682,0.402,0.232,0.29,45.1
1962,8325.771,7505.186,7008.334,6720.747,6505.335,6300.551,6115.468,5937.755,5731.93,5525.011,5317.346,5125.897,4915.628,4345.057,4279.546,4175.099,4051.179,3935.541,3836.936,3758.207,3699.302,3656.76,3633.641,3631.732,3577.37,3483.6,3380.434,3311.701,3232.705,3146,3057.891,2968.648,2879.883,2790.061,2708.714,2634.6,2563.225,2488.913,2417.485,2353.408,2294.496,2237.647,2180.607,2127.386,2069.967,2009.313,1949.02,1890.608,1828.453,1777.195,1734.039,1689.27,1641.693,1601.751,1533.3,1440.383,1344.226,1259.865,1161.646,1107.315,1078.137,1063.206,1030.194,1012.377,950.077,850.791,745.251,664.278,568.308,522.067,514.121,503.353,479.725,469.289,421.995,349.987,279.922,228.383,172.876,141.22,123.634,115.334,99.1,87.502,72.921,57.512,42.914,33.064,24.52,17.94,13.086,9.362,6.433,4.285,2.806,1.806,1.137,0.688,0.405,0.232,0.283,45.4
1963,8494.955,7663.276,7180.134,6848.266,6623.595,6441.254,6257.757,6085.736,5915.282,5713.097,5507.954,5300.881,5108.834,4897.311,4326.706,4259.406,4153.845,4029.452,3913.671,3814.993,3736.028,3676.597,3633.277,3609.194,3606.22,3551.319,3457.558,3354.71,3286.18,3207.498,3121.108,3033.203,2944.067,2855.35,2765.583,2684.272,2610.22,2538.98,2464.919,2393.791,2330.002,2271.367,2214.78,2157.964,2104.844,2047.444,1986.68,1926.119,1867.303,1804.725,1752.884,1709.05,1663.645,1615.468,1574.753,1505.93,1413.016,1316.899,1232.343,1134.297,1079.175,1048.552,1031.712,997.263,977.46,914.72,816.619,712.929,633.14,539.47,493.333,483.352,470.515,445.567,432.769,386.114,317.516,251.641,203.308,152.287,123.004,106.384,97.951,82.984,72.172,59.178,45.872,33.603,25.387,18.437,13.193,9.398,6.557,4.389,2.847,1.816,1.138,0.697,0.41,0.235,0.282,45.8
1964,8662.666,7830.239,7340.524,7020.489,6751.09,6558.987,6397.655,6227.406,6062.921,5896.263,5695.975,5491.439,5283.819,5090.457,4877.411,4307.188,4238.72,4132.718,4008.354,3892.709,3794.008,3714.715,3654.667,3610.551,3585.572,3581.7,3526.487,3432.909,3330.439,3262.065,3183.551,3097.263,3009.366,2920.194,2831.441,2741.705,2660.451,2586.499,2515.425,2441.632,2370.805,2307.286,2248.876,2192.455,2135.724,2082.524,2024.929,1963.853,1902.865,1843.535,1780.476,1728.038,1683.519,1637.443,1588.592,1546.982,1477.643,1384.599,1288.427,1203.618,1105.745,1049.829,1017.756,998.996,963.124,941.337,878.22,781.42,679.702,601.185,509.926,463.942,451.948,437.112,410.986,396.063,350.373,285.507,224.072,179.145,132.684,105.878,90.383,82.056,68.478,58.603,47.233,35.951,25.83,19.118,13.584,9.497,6.601,4.488,2.927,1.85,1.15,0.701,0.418,0.239,0.283,46.1
1965,8834.643,7994.459,7508.153,7180.379,6921.6,6684.947,6513.954,6366.034,6203.718,6043.37,5878.695,5679.038,5473.901,5264.883,5069.699,4855.1,4285.648,4216.221,4109.819,3985.34,3869.526,3770.439,3690.55,3629.778,3584.92,3559.26,3554.81,3499.596,3406.424,3304.464,3236.292,3157.932,3071.745,2983.904,2894.796,2806.156,2716.639,2635.632,2561.946,2491.179,2417.769,2347.328,2284.12,2225.925,2169.61,2112.858,2059.433,2001.498,1940.004,1878.527,1818.666,1755.153,1702.148,1656.935,1610.139,1560.521,1517.876,1447.886,1354.632,1258.369,1173.303,1075.662,1018.987,985.479,964.798,927.533,903.778,840.363,744.991,645.381,568.239,479.521,433.773,419.884,403.208,376.149,359.428,315.083,254.261,197.476,156.121,114.244,89.986,75.75,67.748,55.641,46.814,37.058,27.675,19.487,14.117,9.806,6.692,4.535,3.006,1.912,1.178,0.713,0.423,0.245,0.289,45
1966,8908.765,8121.256,7645.729,7333.572,7070.607,6846.415,6632.868,6476.603,6337.571,6180.241,6022.432,5858.658,5658.69,5452.401,5241.826,5045.13,4829.603,4261.56,4191.354,4084.541,3959.778,3843.562,3743.933,3663.431,3602.054,3556.702,3530.682,3525.942,3470.931,3378.274,3276.837,3208.813,3130.563,3044.485,2956.757,2867.819,2779.433,2690.277,2609.634,2536.303,2465.905,2392.911,2322.846,2259.891,2201.805,2145.443,2088.479,2034.635,1976.202,1914.174,1852.134,1791.71,1727.724,1674.091,1628.078,1580.41,1529.837,1485.937,1415.149,1321.621,1225.262,1139.963,1042.657,985.244,950.268,927.603,888.943,863.181,799.56,705.816,608.556,532.996,447.148,401.949,386.332,368.132,340.566,322.512,279.98,223.529,171.587,133.947,96.698,75.075,62.239,54.766,44.209,36.523,28.358,20.746,14.293,10.117,6.855,4.559,3.01,1.944,1.204,0.722,0.425,0.245,0.291,45.3
1967,9011.458,8199.404,7774.906,7470.755,7221.831,6993.125,6792.08,6593.945,6447.084,6313.385,6158.837,6001.975,5837.721,5636.392,5428.186,5215.668,5017.346,4800.732,4233.805,4162.439,4054.788,3929.344,3812.492,3712.299,3631.349,3569.7,3524.291,3498.34,3493.666,3439.121,3347.151,3246.352,3178.598,3100.621,3014.856,2927.484,2838.983,2751.11,2662.539,2582.447,2509.624,2439.712,2367.204,2297.534,2234.801,2176.74,2120.207,2062.899,2008.534,1949.539,1886.956,1824.376,1763.415,1698.956,1644.648,1597.736,1549.057,1497.372,1452.073,1380.404,1286.597,1190.196,1104.742,1007.885,949.795,913.388,888.77,848.776,821.043,757.305,665.352,570.639,496.858,414.286,369.78,352.68,333.276,305.581,286.611,246.218,194.343,147.352,113.513,80.792,61.783,50.4,43.598,34.567,28.023,21.329,15.278,10.292,7.112,4.7,3.046,1.961,1.234,0.744,0.434,0.248,0.295,45.6
1968,9135.257,8307.695,7860.684,7602.304,7359.403,7143.775,6938.105,6752.593,6564.41,6423.224,6292.406,6138.908,5981.747,5816.351,5613.594,5404.092,5190.784,4992.089,4775.523,4210.693,4138.888,4030.896,3905.152,3787.977,3687.471,3606.275,3544.487,3499.015,3472.97,3468.062,3413.562,3321.788,3221.146,3153.24,3075.177,2989.426,2902.165,2813.875,2726.284,2638.062,2558.283,2485.728,2416.046,2343.741,2274.159,2211.312,2152.92,2095.871,2037.921,1982.786,1923.041,1859.771,1796.539,1734.913,1669.823,1614.641,1566.592,1516.656,1463.641,1416.757,1344.104,1250.005,1153.603,1068.043,971.723,912.997,875.18,848.619,807.331,777.639,713.885,623.906,531.969,460.225,381.034,337.49,319.228,299.012,271.585,252.138,214.221,167.078,125.057,95.01,66.621,50.139,40.218,34.182,26.608,21.159,15.78,11.062,7.281,4.91,3.164,2.001,1.256,0.77,0.452,0.257,0.304,47.3
1969,9304.386,8470.064,7997.25,7700.524,7496.808,7284.568,7090.65,6900.177,6724.628,6542.447,6404.18,6274.126,6119.851,5960.688,5792.455,5586.708,5374.487,5158.924,4958.366,4740.446,4176.393,4103.153,3994.2,3867.938,3750.585,3650.217,3569.439,3508.254,3463.463,3438.037,3433.56,3379.709,3288.722,3188.853,3121.44,3043.939,2958.844,2872.293,2784.75,2697.919,2610.466,2531.37,2459.393,2390.181,2318.251,2248.861,2185.949,2127.258,2069.737,2011.217,1955.419,1895.063,1831.245,1767.461,1705.22,1639.498,1583.395,1534.141,1482.895,1428.535,1380.087,1306.528,1212.257,1115.982,1030.444,934.792,875.56,836.462,808.087,765.639,734.141,670.513,582.624,493.845,424.234,348.547,306.186,287.104,266.456,239.66,220.19,184.993,142.55,105.32,78.91,54.519,40.396,31.876,26.631,20.359,15.883,11.606,7.959,5.119,3.372,2.123,1.312,0.803,0.48,0.275,0.324,47.7
1970,9411.638,8639.63,8163.409,7838.481,7595.105,7420.732,7230.05,7051.542,6871.52,6702.374,6523.486,6386.12,6255.35,6099.219,5937.38,5766.211,5557.89,5343.55,5126.325,4924.437,4705.593,4142.72,4068.417,3958.905,3832.542,3715.424,3615.559,3535.447,3474.973,3430.846,3405.916,3401.68,3348.277,3257.912,3158.687,3091.674,3014.669,2930.157,2844.227,2757.328,2671.143,2584.333,2505.773,2434.196,2365.241,2293.437,2223.959,2160.706,2101.472,2043.285,1984.051,1927.492,1866.446,1801.982,1737.516,1674.493,1607.944,1550.708,1500.054,1447.344,1391.531,1341.45,1267.001,1172.635,1076.592,991.183,896.354,836.717,796.413,766.284,722.761,689.526,626.175,540.864,455.248,388.12,316.303,275.498,256.017,235.357,209.557,190.452,158.144,120.332,87.712,64.779,44.083,32.15,24.951,20.484,15.371,11.756,8.408,5.638,3.542,2.281,1.404,0.847,0.506,0.295,0.348,48
1971,9566.238,8755.95,8340.192,8008.651,7735.311,7520.447,7366.765,7191.449,7023.558,6850.218,6684.481,6506.75,6369.077,6237.125,6079.455,5916.17,5744.041,5535.419,5321.182,5104.284,4902.683,4684.151,4123.426,4048.684,3938.979,3812.654,3695.69,3596.009,3516.026,3455.558,3411.272,3385.95,3381.077,3327.294,3236.78,3137.49,3070.227,2993.099,2908.575,2822.694,2735.9,2649.847,2563.182,2484.66,2412.976,2343.76,2271.553,2201.481,2137.436,2077.275,2018.101,1957.9,1900.361,1838.399,1773.045,1707.629,1643.533,1575.87,1517.239,1464.96,1410.615,1353.241,1301.461,1226.126,1131.733,1036.022,950.859,856.999,797.055,755.614,723.785,679.26,644.378,581.442,498.765,416.686,352.431,284.834,245.931,226.446,206.145,181.63,163.208,133.873,100.536,72.267,52.594,35.245,25.293,19.299,15.561,11.453,8.578,6.001,3.932,2.416,1.522,0.915,0.539,0.314,0.378,48.3
1972,9772.184,8905.48,8456.232,8181.322,7900.518,7655.826,7462.287,7324.372,7160.474,6999.973,6830.509,6666.006,6487.849,6348.349,6213.602,6052.773,5886.4,5711.515,5500.695,5284.729,5066.535,4863.959,4644.962,4086.152,4011.095,3901.687,3776.141,3660.191,3561.592,3482.639,3423.056,3379.46,3354.595,3349.94,3296.616,3206.765,3108.179,3041.375,2964.768,2880.815,2795.516,2709.309,2623.81,2537.633,2459.415,2387.808,2318.442,2245.908,2175.328,2110.591,2049.626,1989.621,1928.608,1870.201,1807.391,1741.166,1674.771,1609.55,1540.737,1480.697,1426.808,1370.89,1312.059,1258.7,1182.655,1088.462,993.335,908.66,816.016,755.953,713.523,680.122,634.755,598.718,536.584,456.922,378.775,317.779,254.665,217.936,198.783,179.136,156.11,138.621,112.265,83.174,58.938,42.257,27.878,19.679,14.754,11.672,8.417,6.167,4.217,2.703,1.626,1,0.587,0.338,0.413,48.7
1973,9931.624,9110.732,8611.562,8301.32,8074.328,7821.27,7597.799,7420.276,7293.81,7137.564,6981.065,6812.984,6648.348,6469.103,6327.802,6191.08,6028.597,5860.945,5685.139,5473.833,5257.602,5039.299,4836.685,4617.926,4061.529,3986.389,3877.303,3752.337,3636.999,3538.928,3460.345,3400.927,3357.307,3332.217,3327.137,3273.659,3183.881,3085.433,3018.551,2941.957,2858.106,2772.959,2686.922,2601.553,2515.425,2437.048,2365.036,2295.049,2221.775,2150.333,2084.621,2022.637,1961.62,1899.607,1840.124,1776.231,1708.878,1641.244,1574.671,1504.537,1442.959,1387.385,1329.877,1269.615,1214.73,1138.096,1044.281,949.932,865.919,774.653,714.58,671.244,636.364,590.354,553.148,492.202,415.969,342.125,284.693,226.201,191.821,173.258,154.483,133.083,116.719,93.288,68.158,47.599,33.61,21.817,15.137,11.139,8.636,6.094,4.365,2.921,1.833,1.077,0.647,0.371,0.448,49.1
1974,10126.899,9271.011,8818.431,8456.947,8193.432,7992.798,7760.986,7554.05,7388.631,7270.143,7118.174,6963.118,6794.897,6628.988,6447.758,6304.043,6164.968,6000.487,5831.174,5654.073,5441.957,5225.244,5006.785,4804.258,4586.006,4032.388,3957.556,3849.168,3725.106,3610.655,3513.343,3435.33,3376.281,3332.846,3307.741,3302.433,3248.967,3159.403,3061.212,2994.367,2917.902,2834.273,2749.371,2663.548,2578.293,2492.138,2413.465,2340.893,2270.159,2196.059,2123.721,2057.048,1994.079,1932.059,1869.019,1808.387,1743.3,1674.691,1605.714,1537.722,1466.256,1403.177,1345.996,1287.014,1225.47,1169.234,1092.24,999.06,905.724,822.565,732.836,672.866,628.735,592.666,546.256,508.261,448.941,376.526,307.247,253.563,199.705,167.759,149.973,132.235,112.554,97.455,76.842,55.352,38.084,26.47,16.894,11.509,8.302,6.3,4.346,3.047,1.997,1.225,0.703,0.412,0.494,49.7
1975,10299.105,9475.043,8989.531,8668.779,8352.182,8113.876,7933.303,7717.936,7523.36,7366.218,7251.986,7101.526,6946.542,6777.538,6610.357,6427.847,6282.984,6143.053,5978.083,5808.5,5631.294,5419.332,5202.894,4984.828,4782.738,4565.15,4014.24,3939.499,3831.43,3707.779,3593.644,3496.487,3418.447,3359.192,3315.392,3289.739,3283.683,3229.723,3139.894,3041.528,2974.346,2897.688,2813.969,2728.982,2643.011,2557.473,2470.854,2391.461,2317.956,2246.164,2171.004,2097.612,2029.859,1965.773,1902.593,1838.337,1776.328,1709.813,1639.75,1569.282,1499.783,1426.965,1362.416,1303.699,1243.351,1180.673,1123.267,1046.126,953.778,861.611,779.414,691.286,631.475,586.571,549.419,502.942,464.608,407.353,339.046,274.468,224.609,175.299,145.802,128.941,112.37,94.459,80.716,62.772,44.567,30.199,20.649,12.947,8.65,6.11,4.535,3.063,2.104,1.348,0.808,0.453,0.555,50.3
1976,10381.137,9651.228,9198.12,8842.144,8563.86,8272.09,8053.773,7889.376,7686.739,7500.884,7348.291,7235.56,7085.25,6929.552,6759.402,6591.003,6407.564,6261.935,6121.451,5956.213,5786.521,5609.347,5397.691,5181.692,4964.187,4762.685,4545.87,3997.654,3922.999,3815.195,3691.865,3577.945,3480.847,3402.695,3343.149,3298.886,3272.569,3265.653,3211.094,3120.919,3022.337,2954.815,2877.948,2794.079,2708.886,2622.584,2536.516,2449.181,2368.851,2294.248,2221.298,2145.05,2070.605,2001.75,1936.489,1872.045,1806.42,1742.861,1674.768,1603.148,1531.143,1460.157,1386.073,1320.172,1260.063,1198.534,1134.944,1076.599,999.528,908.187,817.304,736.127,649.651,589.989,544.635,506.731,460.616,422.447,367.652,303.651,243.815,197.772,152.871,125.813,109.999,94.697,78.582,66.248,50.797,35.53,23.692,15.92,9.793,6.409,4.429,3.22,2.132,1.432,0.897,0.525,0.626,50.9
1977,10601.076,9742.867,9379.419,9052.052,8737.277,8482.494,8210.891,8009.056,7857.436,7663.906,7482.883,7331.948,7219.299,7068.22,6911.213,6739.631,6569.942,6385.514,6238.988,6097.797,5932.17,5762.312,5585.199,5373.955,5158.552,4941.786,4741.044,4525.141,3979.654,3905.196,3797.749,3674.82,3561.198,3464.241,3386.043,3326.246,3281.532,3254.559,3246.803,3191.689,3101.25,3002.566,2934.803,2857.767,2773.711,2688.201,2601.382,2514.583,2426.365,2344.982,2269.228,2195.14,2117.853,2042.38,1972.404,1905.892,1840.049,1772.892,1707.635,1637.864,1564.646,1491.135,1418.754,1343.543,1276.455,1215.153,1152.676,1088.42,1029.343,952.504,862.269,772.707,692.576,607.77,548.585,503.083,464.85,419.571,382.031,329.992,270.391,215.251,172.963,132.318,107.683,93.023,79.073,64.752,53.837,40.68,28.01,18.361,12.109,7.299,4.675,3.165,2.255,1.461,0.96,0.587,0.715,51.4
